componente,ano4,codusu,nro_hogar,Sexo,ch06,ch07,ch08,nivel_ed,estado,cat_ocup,cat_inac,itf,ipcf,pp07h,pp03c,p47t,p21,pp03g,Edad,adulto_equiv,ad_equiv_hogar,ingreso_necesario,pobre
3.0,2025,TQRMNORYTHMOKOCDEOJAH00879843,1.0,Mujer,10,Soltero,No paga ni le descuentan,Primaria Incompleta (incluye educación especial),Inactivo,,Estudiante,770000.0,192500.0,,,0.0,0.0,,10 años,0.7,3.15,1150307.55,1
4.0,2025,TQRMNORYTHMOKOCDEOJAH00879843,1.0,Varón,9,Soltero,No paga ni le descuentan,Primaria Incompleta (incluye educación especial),,,Estudiante,770000.0,192500.0,,,0.0,0.0,,9 años,0.69,3.15,1150307.55,1
1.0,2025,TQRMNOSRWHLOKRCDEOJAH00856238,1.0,Varón,46,Soltero,Obra social (incluye PAMI),Superior Universitaria Completa,Ocupado,Obrero o empleado,,1200000.0,1200000.0,Sí,...un sólo empleo/ocupación/actividad?,1200000.0,1200000.0,No,46 a 60 años,1.0,1.0,365177.0,0
1.0,2025,TQRMNORYTHMOKOCDEOJAH00879843,1.0,Mujer,29,Casado,No paga ni le descuentan,Secundaria Completa,Ocupado,Cuenta propia,,770000.0,192500.0,,...un sólo empleo/ocupación/actividad?,470000.0,300000.0,No,18 a 29 años,0.76,3.15,1150307.55,1
2.0,2025,TQRMNORYTHMOKOCDEOJAH00879843,1.0,Varón,45,Casado,No paga ni le descuentan,Secundaria Completa,Ocupado,Cuenta propia,,770000.0,192500.0,,...un sólo empleo/ocupación/actividad?,300000.0,300000.0,No,30 a 45 años,1.0,3.15,1150307.55,1
1.0,2025,TQRMNOSPRHJLLMCDEGNFJ00880062,1.0,Varón,59,Separado o divorciado,Obra social (incluye PAMI),Superior Universitaria Completa,Ocupado,Patrón,,2500000.0,2500000.0,,...un sólo empleo/ocupación/actividad?,2500000.0,2500000.0,No,46 a 60 años,1.0,1.0,365177.0,0
2.0,2025,TQRMNOPWTHMMKPCDEOHCH00879725,1.0,Mujer,55,Unido,Obra social (incluye PAMI),Primaria Incompleta (incluye educación especial),Inactivo,,Ama de casa,890000.0,222500.0,,,420000.0,0.0,,46 a 60 años,0.76,3.25,1186825.25,1
3.0,2025,TQRMNOPWTHMMKPCDEOHCH00879725,1.0,Mujer,21,Soltero,Obra social (incluye PAMI),Secundaria Incompleta,Inactivo,,Estudiante,890000.0,222500.0,,,0.0,0.0,,18 a 29 años,0.76,3.25,1186825.25,1
4.0,2025,TQRMNOPWTHMMKPCDEOHCH00879725,1.0,Varón,13,Soltero,Obra social (incluye PAMI),Secundaria Incompleta,Inactivo,,Estudiante,890000.0,222500.0,,,90000.0,0.0,,13 años,0.9,3.25,1186825.25,1
1.0,2025,TQRMNORRSHMMKPCDEOHCH00879726,1.0,Varón,19,Unido,Obra social (incluye PAMI),Secundaria Completa,Ocupado,Obrero o empleado,,400000.0,200000.0,No,...un sólo empleo/ocupación/actividad?,400000.0,400000.0,Sí,18 a 29 años,1.02,1.78,650015.06,1
2.0,2025,TQRMNORRSHMMKPCDEOHCH00879726,1.0,Mujer,19,Unido,Obra social (incluye PAMI),Secundaria Completa,Inactivo,,Ama de casa,400000.0,200000.0,,,0.0,0.0,,18 a 29 años,0.76,1.78,650015.06,1
1.0,2025,TQRMNOPWTHMMKPCDEOHCH00879725,1.0,Varón,66,Unido,Obra social (incluye PAMI),Primaria Completa,Inactivo,,Jubilado/pensionado,890000.0,222500.0,,,380000.0,0.0,,61 a 75 años,0.83,3.25,1186825.25,1
3.0,2025,TQRMNORPVHKNKQCDEOHCH00858585,1.0,Varón,1,Soltero,Obra social (incluye PAMI),Sin instrucción,,,Menor de 6 años,1700000.0,566666.67,,,0.0,0.0,,1 años,0.37,2.14,781478.78,0
1.0,2025,TQRMNORQTHKNKQCDEOHCH00879898,1.0,Mujer,36,Soltero,Obra social (incluye PAMI),Superior Universitaria Completa,Ocupado,Obrero o empleado,,800000.0,266666.67,Sí,...un sólo empleo/ocupación/actividad?,800000.0,800000.0,Sí,30 a 45 años,0.77,2.3600000000000003,861817.7200000001,1
1.0,2025,TQRMNORPVHKNKQCDEOHCH00858585,1.0,Varón,39,Unido,Obra social (incluye PAMI),Secundaria Completa,Ocupado,Obrero o empleado,,1700000.0,566666.67,Sí,...un sólo empleo/ocupación/actividad?,200000.0,200000.0,No,30 a 45 años,1.0,2.14,781478.78,0
2.0,2025,TQRMNORPVHKNKQCDEOHCH00858585,1.0,Mujer,38,Unido,Obra social (incluye PAMI),Secundaria Completa,Ocupado,Patrón,,1700000.0,566666.67,,...más de un empleo/ocupación/actividad?,1500000.0,1500000.0,No,30 a 45 años,0.77,2.14,781478.78,0
1.0,2025,TQRMNOPVRHLOKUCDEGNFJ00853257,1.0,Varón,60,Separado o divorciado,Obra social (incluye PAMI),Primaria Completa,Ocupado,Obrero o empleado,,630000.0,157500.0,Sí,...un sólo empleo/ocupación/actividad?,180000.0,180000.0,No,46 a 60 años,1.0,3.1,1132048.7,1
2.0,2025,TQRMNOPVRHLOKUCDEGNFJ00853257,1.0,Mujer,10,Soltero,No paga ni le descuentan,Primaria Incompleta (incluye educación especial),Inactivo,,Estudiante,630000.0,157500.0,,,0.0,0.0,,10 años,0.7,3.1,1132048.7,1
3.0,2025,TQRMNOPVRHLOKUCDEGNFJ00853257,1.0,Mujer,26,Soltero,No paga ni le descuentan,Secundaria Completa,Ocupado,Obrero o empleado,,630000.0,157500.0,No,...un sólo empleo/ocupación/actividad?,450000.0,120000.0,No,18 a 29 años,0.76,3.1,1132048.7,1
4.0,2025,TQRMNOPVRHLOKUCDEGNFJ00853257,1.0,Varón,6,Soltero,Obra social (incluye PAMI),Primaria Incompleta (incluye educación especial),,,Estudiante,630000.0,157500.0,,,0.0,0.0,,6 años,0.64,3.1,1132048.7,1
1.0,2025,TQRMNOTRVHKOLOCDEFPCH00857190,1.0,Varón,29,Casado,Obra social (incluye PAMI),Secundaria Incompleta,Ocupado,Obrero o empleado,,1000000.0,250000.0,Sí,...más de un empleo/ocupación/actividad?,1000000.0,1000000.0,No,18 a 29 años,1.02,3.0300000000000002,1106486.31,1
2.0,2025,TQRMNOTRVHKOLOCDEFPCH00857190,1.0,Mujer,30,Casado,Obra social (incluye PAMI),Secundaria Incompleta,Inactivo,,Ama de casa,1000000.0,250000.0,,,0.0,0.0,,30 a 45 años,0.77,3.0300000000000002,1106486.31,1
3.0,2025,TQRMNOTRVHKOLOCDEFPCH00857190,1.0,Varón,4,Soltero,Obra social (incluye PAMI),Sin instrucción,,,Menor de 6 años,1000000.0,250000.0,,,0.0,0.0,,4 años,0.55,3.0300000000000002,1106486.31,1
6.0,2025,TQRMNOPXVHJNLLCDEGNFJ00877067,1.0,Varón,19,Soltero,Obra social (incluye PAMI),Secundaria Completa,Ocupado,Obrero o empleado,,2200000.0,366666.67,No,...un sólo empleo/ocupación/actividad?,500000.0,500000.0,No,18 a 29 años,1.02,5.49,2004821.73,0
1.0,2025,TQRMNOSQTHLOLMCDEGNFJ00853346,2.0,Varón,22,Soltero,Obra social (incluye PAMI),Secundaria Completa,Ocupado,Obrero o empleado,,1000000.0,1000000.0,Sí,...un sólo empleo/ocupación/actividad?,1000000.0,1000000.0,No,18 a 29 años,1.02,1.02,372480.54,0
1.0,2025,TQRMNORUSHKMLLCDEGNFJ00857175,1.0,Mujer,59,Separado o divorciado,No paga ni le descuentan,Secundaria Completa,Desocupado,Cuenta propia,,200000.0,200000.0,,,200000.0,0.0,,46 a 60 años,0.76,0.76,277534.52,1
4.0,2025,TQRMNOUTRHMOKUCDEIHJF00880338,1.0,Varón,7,Soltero,Obra social (incluye PAMI),Primaria Incompleta (incluye educación especial),,,Estudiante,3100000.0,775000.0,,,0.0,0.0,,7 años,0.66,3.13,1143004.01,0
1.0,2025,TQRMNOPQUHJOKUCDEIHJF00877112,1.0,Mujer,49,Unido,Planes y seguros públicos,Primaria Completa,Inactivo,,Ama de casa,428000.0,107000.0,,,0.0,0.0,,46 a 60 años,0.76,3.2800000000000002,1197780.56,1
2.0,2025,TQRMNOPQUHJOKUCDEIHJF00877112,1.0,Varón,51,Unido,No paga ni le descuentan,Primaria Incompleta (incluye educación especial),Ocupado,Cuenta propia,,428000.0,107000.0,,...un sólo empleo/ocupación/actividad?,400000.0,400000.0,Sí,46 a 60 años,1.0,3.2800000000000002,1197780.56,1
3.0,2025,TQRMNOPQUHJOKUCDEIHJF00877112,1.0,Mujer,26,Soltero,Planes y seguros públicos,Secundaria Completa,Ocupado,Obrero o empleado,,428000.0,107000.0,No,...un sólo empleo/ocupación/actividad?,0.0,0.0,No,18 a 29 años,0.76,3.2800000000000002,1197780.56,1
4.0,2025,TQRMNOPQUHJOKUCDEIHJF00877112,1.0,Mujer,22,Soltero,Planes y seguros públicos,Superior Universitaria Incompleta,Inactivo,,Estudiante,428000.0,107000.0,,,28000.0,0.0,,18 a 29 años,0.76,3.2800000000000002,1197780.56,1
1.0,2025,TQRMNOTWQHMOKMCDEIHJF00880339,1.0,Mujer,36,Unido,Obra social (incluye PAMI),Superior Universitaria Completa,Ocupado,Obrero o empleado,,1880000.0,626666.67,Sí,...un sólo empleo/ocupación/actividad?,900000.0,900000.0,No,30 a 45 años,0.77,2.46,898335.42,0
1.0,2025,TQRMNOQWXHMMKSCDEIHJF00880336,1.0,Varón,27,Soltero,Obra social (incluye PAMI),Secundaria Completa,Ocupado,Obrero o empleado,,1200000.0,1200000.0,Sí,...un sólo empleo/ocupación/actividad?,1200000.0,1200000.0,No,18 a 29 años,1.02,1.02,372480.54,0
1.0,2025,TQRMNOQRYHMOKUCDEIHJF00880337,1.0,Varón,54,Soltero,Obra social (incluye PAMI),Primaria Completa,Ocupado,Obrero o empleado,,3600000.0,1200000.0,Sí,...un sólo empleo/ocupación/actividad?,1900000.0,1300000.0,No,46 a 60 años,1.0,2.7800000000000002,1015192.06,0
2.0,2025,TQRMNOQRYHMOKUCDEIHJF00880337,1.0,Mujer,19,Unido,Obra social (incluye PAMI),Secundaria Completa,Ocupado,Cuenta propia,,3600000.0,1200000.0,,...un sólo empleo/ocupación/actividad?,200000.0,200000.0,Sí,18 a 29 años,0.76,2.7800000000000002,1015192.06,0
3.0,2025,TQRMNOQRYHMOKUCDEIHJF00880337,1.0,Varón,21,Unido,Obra social (incluye PAMI),Secundaria Completa,Ocupado,Obrero o empleado,,3600000.0,1200000.0,Sí,...un sólo empleo/ocupación/actividad?,1500000.0,1000000.0,No,18 a 29 años,1.02,2.7800000000000002,1015192.06,0
1.0,2025,TQRMNOUTRHMOKUCDEIHJF00880338,1.0,Mujer,30,Casado,Obra social (incluye PAMI),Superior Universitaria Completa,Ocupado,Obrero o empleado,,3100000.0,775000.0,Sí,,2400000.0,1600000.0,No,30 a 45 años,0.77,3.13,1143004.01,0
2.0,2025,TQRMNOUTRHMOKUCDEIHJF00880338,1.0,Varón,35,Casado,Obra social (incluye PAMI),Superior Universitaria Incompleta,Ocupado,Cuenta propia,,3100000.0,775000.0,,...un sólo empleo/ocupación/actividad?,700000.0,700000.0,Sí,30 a 45 años,1.0,3.13,1143004.01,0
3.0,2025,TQRMNOUTRHMOKUCDEIHJF00880338,1.0,Mujer,10,Soltero,Obra social (incluye PAMI),Primaria Incompleta (incluye educación especial),Inactivo,,Estudiante,3100000.0,775000.0,,,0.0,0.0,,10 años,0.7,3.13,1143004.01,0
1.0,2025,TQRMNORPYHKMLNCDEFPCH00857927,1.0,Mujer,69,Viudo,Obra social (incluye PAMI),Primaria Completa,Inactivo,,Ama de casa,975000.0,325000.0,,,315000.0,0.0,,61 a 75 años,0.67,1.8,657318.6,0
2.0,2025,TQRMNORPYHKMLNCDEFPCH00857927,1.0,Mujer,29,Soltero,No paga ni le descuentan,Secundaria Completa,Ocupado,Obrero o empleado,,975000.0,325000.0,No,...un sólo empleo/ocupación/actividad?,660000.0,500000.0,No,18 a 29 años,0.76,1.8,657318.6,0
1.0,2025,TQRMNOPRTHMMKTCDEFPCH00880355,1.0,Varón,32,Unido,Obra social (incluye PAMI),Secundaria Completa,Ocupado,Obrero o empleado,,600000.0,300000.0,No,...un sólo empleo/ocupación/actividad?,600000.0,600000.0,No,30 a 45 años,1.0,1.77,646363.29,1
2.0,2025,TQRMNOPRTHMMKTCDEFPCH00880355,1.0,Mujer,33,Unido,No paga ni le descuentan,Secundaria Incompleta,Inactivo,,Ama de casa,600000.0,300000.0,,,0.0,0.0,,30 a 45 años,0.77,1.77,646363.29,1
1.0,2025,TQRMNOQUUHJMKMCDEOJAH00877416,1.0,Mujer,87,Viudo,Obra social (incluye PAMI),Primaria Completa,Inactivo,,Jubilado/pensionado,617000.0,617000.0,,,617000.0,0.0,,más de 75 años,0.63,0.63,230061.51,0
1.0,2025,TQRMNOPSVHLMKMCDEOJAH00858133,1.0,Mujer,39,Soltero,No paga ni le descuentan,Secundaria Completa,Ocupado,Obrero o empleado,,688000.0,344000.0,No,...un sólo empleo/ocupación/actividad?,460000.0,460000.0,No,30 a 45 años,0.77,1.53,558720.81,0
2.0,2025,TQRMNOPSVHLMKMCDEOJAH00858133,1.0,Mujer,23,Soltero,No paga ni le descuentan,Superior Universitaria Incompleta,Ocupado,Obrero o empleado,,688000.0,344000.0,No,...un sólo empleo/ocupación/actividad?,228000.0,200000.0,No,18 a 29 años,0.76,1.53,558720.81,0
2.0,2025,TQRMNORPTHKNKRCDEOHCH00857375,1.0,Mujer,58,Casado,No paga ni le descuentan,Secundaria Incompleta,Inactivo,,Ama de casa,400000.0,200000.0,,,0.0,0.0,,46 a 60 años,0.76,1.5899999999999999,580631.4299999999,1
1.0,2025,TQRMNORPTHKNKRCDEOHCH00857375,1.0,Varón,63,Casado,No paga ni le descuentan,Primaria Completa,Ocupado,Cuenta propia,,400000.0,200000.0,,...un sólo empleo/ocupación/actividad?,400000.0,400000.0,No,61 a 75 años,0.83,1.5899999999999999,580631.4299999999,1
2.0,2025,TQRMNOVQUHJOKNCDEGNFJ00877409,1.0,Mujer,41,Unido,No paga ni le descuentan,Secundaria Incompleta,Inactivo,,Ama de casa,580000.0,116000.0,,,300000.0,0.0,,30 a 45 años,0.77,3.9,1424190.3,1
3.0,2025,TQRMNOVQUHJOKNCDEGNFJ00877409,1.0,Mujer,17,Soltero,No paga ni le descuentan,Secundaria Incompleta,Inactivo,,Estudiante,580000.0,116000.0,,,0.0,0.0,,17 años,0.77,3.9,1424190.3,1
4.0,2025,TQRMNOVQUHJOKNCDEGNFJ00877409,1.0,Varón,12,Soltero,No paga ni le descuentan,Primaria Incompleta (incluye educación especial),Inactivo,,Estudiante,580000.0,116000.0,,,0.0,0.0,,12 años,0.85,3.9,1424190.3,1
5.0,2025,TQRMNOVQUHJOKNCDEGNFJ00877409,1.0,Mujer,3,Soltero,No paga ni le descuentan,Sin instrucción,,,Menor de 6 años,580000.0,116000.0,,,0.0,0.0,,3 años,0.51,3.9,1424190.3,1
1.0,2025,TQRMNOQTWHJMKQCDEOHCH00876295,1.0,Mujer,41,Unido,No paga ni le descuentan,Primaria Completa,Inactivo,,Ama de casa,203000.0,67666.67,,,40000.0,0.0,,30 a 45 años,0.77,2.79,1018843.83,1
2.0,2025,TQRMNOQTWHJMKQCDEOHCH00876295,1.0,Varón,47,Unido,No paga ni le descuentan,Primaria Incompleta (incluye educación especial),Desocupado,Obrero o empleado,,203000.0,67666.67,,,140000.0,0.0,,46 a 60 años,1.0,2.79,1018843.83,1
3.0,2025,TQRMNOQTWHJMKQCDEOHCH00876295,1.0,Varón,18,Soltero,Planes y seguros públicos,Secundaria Incompleta,Inactivo,,Estudiante,203000.0,67666.67,,,23000.0,0.0,,18 a 29 años,1.02,2.79,1018843.83,1
1.0,2025,TQRMNOQTYHJMKQCDEOHCH00876296,1.0,Mujer,46,Unido,Obra social (incluye PAMI),Superior Universitaria Completa,Ocupado,Obrero o empleado,,1650000.0,412500.0,Sí,,1050000.0,700000.0,No,46 a 60 años,0.76,3.34,1219691.18,0
2.0,2025,TQRMNOQTYHJMKQCDEOHCH00876296,1.0,Varón,49,Unido,Obra social (incluye PAMI),Superior Universitaria Completa,Ocupado,Cuenta propia,,1650000.0,412500.0,,,600000.0,600000.0,No,46 a 60 años,1.0,3.34,1219691.18,0
3.0,2025,TQRMNOQTYHJMKQCDEOHCH00876296,1.0,Mujer,13,Soltero,Obra social (incluye PAMI),Secundaria Incompleta,Inactivo,,Estudiante,1650000.0,412500.0,,,0.0,0.0,,13 años,0.76,3.34,1219691.18,0
4.0,2025,TQRMNOQTYHJMKQCDEOHCH00876296,1.0,Varón,11,Soltero,Obra social (incluye PAMI),Secundaria Incompleta,Inactivo,,Estudiante,1650000.0,412500.0,,,0.0,0.0,,11 años,0.82,3.34,1219691.18,0
1.0,2025,TQRMNOTRSHJMLPCDEGNFJ00877241,1.0,Varón,64,Casado,Obra social (incluye PAMI),Primaria Completa,Inactivo,,Jubilado/pensionado,2150000.0,430000.0,,,600000.0,0.0,,61 a 75 años,0.83,4.12,1504529.24,0
2.0,2025,TQRMNOTRSHJMLPCDEGNFJ00877241,1.0,Mujer,54,Casado,Obra social (incluye PAMI),Primaria Completa,Ocupado,Obrero o empleado,,2150000.0,430000.0,No,...un sólo empleo/ocupación/actividad?,250000.0,250000.0,Sí,46 a 60 años,0.76,4.12,1504529.24,0
3.0,2025,TQRMNOTRSHJMLPCDEGNFJ00877241,1.0,Varón,37,Soltero,Obra social (incluye PAMI),Secundaria Incompleta,Ocupado,Obrero o empleado,,2150000.0,430000.0,Sí,...un sólo empleo/ocupación/actividad?,1200000.0,1200000.0,No,30 a 45 años,1.0,4.12,1504529.24,0
4.0,2025,TQRMNOTRSHJMLPCDEGNFJ00877241,1.0,Mujer,18,Soltero,No paga ni le descuentan,Secundaria Completa,Ocupado,Obrero o empleado,,2150000.0,430000.0,No,...un sólo empleo/ocupación/actividad?,100000.0,100000.0,Sí,18 a 29 años,0.76,4.12,1504529.24,0
2.0,2025,TQRMNOPUPHMMKOCDEIHJF00880517,1.0,Mujer,15,Soltero,Mutual/Prepaga/Servicio de emergencia,Secundaria Incompleta,Inactivo,,Estudiante,1700000.0,850000.0,,,0.0,0.0,,15 años,0.77,1.54,562372.58,0
1.0,2025,TQRMNOSVWHJOKPCDEIHJF00877541,1.0,Varón,56,Casado,Obra social (incluye PAMI),Superior Universitaria Completa,Ocupado,Patrón,,5000000.0,2500000.0,,,400000.0,0.0,No,46 a 60 años,1.0,1.76,642711.52,0
2.0,2025,TQRMNOSVWHJOKPCDEIHJF00877541,1.0,Mujer,55,Casado,Obra social (incluye PAMI),Superior Universitaria Incompleta,Ocupado,Obrero o empleado,,5000000.0,2500000.0,Sí,...un sólo empleo/ocupación/actividad?,4600000.0,4000000.0,No,46 a 60 años,0.76,1.76,642711.52,0
1.0,2025,TQRMNOURYHJOKPCDEIHJF00876943,1.0,Mujer,39,Casado,Obra social (incluye PAMI),Superior Universitaria Completa,Ocupado,Obrero o empleado,,3905000.0,1301666.67,Sí,...más de un empleo/ocupación/actividad?,2300000.0,2000000.0,No,30 a 45 años,0.77,2.3200000000000003,847210.6400000001,0
2.0,2025,TQRMNOURYHJOKPCDEIHJF00876943,1.0,Varón,42,Casado,Obra social (incluye PAMI),Superior Universitaria Completa,Ocupado,Obrero o empleado,,3905000.0,1301666.67,Sí,...un sólo empleo/ocupación/actividad?,1605000.0,1500000.0,No,30 a 45 años,1.0,2.3200000000000003,847210.6400000001,0
3.0,2025,TQRMNOURYHJOKPCDEIHJF00876943,1.0,Varón,4,Soltero,Obra social (incluye PAMI),Sin instrucción,,,Menor de 6 años,3905000.0,1301666.67,,,0.0,0.0,,4 años,0.55,2.3200000000000003,847210.6400000001,0
1.0,2025,TQRMNOPUPHMMKOCDEIHJF00880517,1.0,Mujer,37,Soltero,Mutual/Prepaga/Servicio de emergencia,Secundaria Incompleta,Ocupado,Obrero o empleado,,1700000.0,850000.0,Sí,...un sólo empleo/ocupación/actividad?,1700000.0,1500000.0,Sí,30 a 45 años,0.77,1.54,562372.58,0
3.0,2025,TQRMNORYXHKMKRCDEGNFJ00880238,1.0,Varón,21,Soltero,Obra social (incluye PAMI),Superior Universitaria Incompleta,Inactivo,,Estudiante,3600000.0,1200000.0,,,0.0,0.0,,18 a 29 años,1.02,2.61,953111.97,0
1.0,2025,TQRMNORYXHKMKRCDEGNFJ00880238,1.0,Varón,64,Casado,Obra social (incluye PAMI),Secundaria Completa,Inactivo,,Jubilado/pensionado,3600000.0,1200000.0,,,1800000.0,0.0,,61 a 75 años,0.83,2.61,953111.97,0
2.0,2025,TQRMNORYXHKMKRCDEGNFJ00880238,1.0,Mujer,52,Casado,Obra social (incluye PAMI),Secundaria Completa,Inactivo,,Jubilado/pensionado,3600000.0,1200000.0,,,1800000.0,0.0,,46 a 60 años,0.76,2.61,953111.97,0
1.0,2025,TQRMNOQQWHKLKSCDEGNFJ00856981,1.0,Varón,71,Casado,Obra social (incluye PAMI),Primaria Completa,Inactivo,,Jubilado/pensionado,750000.0,375000.0,,,750000.0,0.0,,61 a 75 años,0.83,1.5,547765.5,0
2.0,2025,TQRMNOQQWHKLKSCDEGNFJ00856981,1.0,Mujer,64,Casado,Obra social (incluye PAMI),Primaria Completa,Inactivo,,Ama de casa,750000.0,375000.0,,,0.0,0.0,,61 a 75 años,0.67,1.5,547765.5,0
1.0,2025,TQRMNOQRPHKLKSCDEGNFJ00866746,1.0,Mujer,52,Viudo,Obra social (incluye PAMI),Superior Universitaria Incompleta,Ocupado,Obrero o empleado,,1300000.0,1300000.0,Sí,...un sólo empleo/ocupación/actividad?,1300000.0,1300000.0,No,46 a 60 años,0.76,0.76,277534.52,0
1.0,2025,TQRMNOUQYHKOLPCDEFPCH00857192,1.0,Varón,44,Separado o divorciado,Obra social (incluye PAMI),Secundaria Incompleta,Ocupado,Obrero o empleado,,2528000.0,842666.67,Sí,...un sólo empleo/ocupación/actividad?,1800000.0,1800000.0,No,30 a 45 años,1.0,2.4,876424.7999999999,0
2.0,2025,TQRMNOUQYHKOLPCDEFPCH00857192,1.0,Mujer,22,Separado o divorciado,No paga ni le descuentan,Secundaria Completa,Ocupado,Obrero o empleado,,2528000.0,842666.67,No,...un sólo empleo/ocupación/actividad?,728000.0,600000.0,No,18 a 29 años,0.76,2.4,876424.7999999999,0
3.0,2025,TQRMNOUQYHKOLPCDEFPCH00857192,1.0,Varón,6,Soltero,No paga ni le descuentan,Sin instrucción,,,Estudiante,2528000.0,842666.67,,,0.0,0.0,,6 años,0.64,2.4,876424.7999999999,0
4.0,2025,TQRMNOTRVHKOLOCDEFPCH00857190,1.0,Mujer,9,Soltero,Obra social (incluye PAMI),Primaria Incompleta (incluye educación especial),,,Estudiante,1000000.0,250000.0,,,0.0,0.0,,9 años,0.69,3.0300000000000002,1106486.31,1
1.0,2025,TQRMNORUXHKOLPCDEFPCH00857191,1.0,Varón,42,Casado,Obra social (incluye PAMI),Secundaria Completa,Ocupado,Obrero o empleado,,2600000.0,650000.0,Sí,...un sólo empleo/ocupación/actividad?,2000000.0,2000000.0,No,30 a 45 años,1.0,3.56,1300030.12,0
2.0,2025,TQRMNORUXHKOLPCDEFPCH00857191,1.0,Mujer,44,Casado,Obra social (incluye PAMI),Superior Universitaria Completa,Ocupado,Cuenta propia,,2600000.0,650000.0,,...un sólo empleo/ocupación/actividad?,600000.0,600000.0,No,30 a 45 años,0.77,3.56,1300030.12,0
3.0,2025,TQRMNORUXHKOLPCDEFPCH00857191,1.0,Varón,16,Soltero,Obra social (incluye PAMI),Secundaria Incompleta,Inactivo,,Estudiante,2600000.0,650000.0,,,0.0,0.0,,16 años,1.03,3.56,1300030.12,0
4.0,2025,TQRMNORUXHKOLPCDEFPCH00857191,1.0,Mujer,20,Soltero,Obra social (incluye PAMI),Superior Universitaria Incompleta,Inactivo,,Estudiante,2600000.0,650000.0,,,0.0,0.0,,18 a 29 años,0.76,3.56,1300030.12,0
1.0,2025,TQRMNOTWTHLOKRCDEIHJF00854748,1.0,Varón,42,Separado o divorciado,No paga ni le descuentan,Secundaria Completa,Ocupado,Cuenta propia,,500000.0,500000.0,,...un sólo empleo/ocupación/actividad?,500000.0,500000.0,Sí,30 a 45 años,1.0,1.0,365177.0,0
1.0,2025,TQRMNOPXYHJOKTCDEIHJF00877056,1.0,Mujer,52,Unido,Obra social (incluye PAMI),Secundaria Completa,Inactivo,,Ama de casa,600000.0,300000.0,,,0.0,0.0,,46 a 60 años,0.76,1.76,642711.52,1
2.0,2025,TQRMNOPXYHJOKTCDEIHJF00877056,1.0,Varón,51,Unido,Obra social (incluye PAMI),Primaria Completa,Inactivo,,Jubilado/pensionado,600000.0,300000.0,,,600000.0,0.0,,46 a 60 años,1.0,1.76,642711.52,1
1.0,2025,TQRMNPPSRHMOKQCDEIHJF00880292,1.0,Mujer,55,Soltero,Obra social (incluye PAMI),Superior Universitaria Incompleta,Inactivo,,Jubilado/pensionado,3500000.0,1750000.0,,,1950000.0,0.0,,46 a 60 años,0.76,1.76,642711.52,0
2.0,2025,TQRMNPPSRHMOKQCDEIHJF00880292,1.0,Varón,60,Soltero,Obra social (incluye PAMI),Secundaria Incompleta,Inactivo,,Jubilado/pensionado,3500000.0,1750000.0,,,1550000.0,0.0,,46 a 60 años,1.0,1.76,642711.52,0
2.0,2025,TQRMNOTWQHMOKMCDEIHJF00880339,1.0,Varón,9,Soltero,Obra social (incluye PAMI),Primaria Incompleta (incluye educación especial),,,Estudiante,1880000.0,626666.67,,,0.0,0.0,,9 años,0.69,2.46,898335.42,0
3.0,2025,TQRMNOTWQHMOKMCDEIHJF00880339,1.0,Varón,41,Unido,Obra social (incluye PAMI),Secundaria Incompleta,Ocupado,Obrero o empleado,,1880000.0,626666.67,Sí,...un sólo empleo/ocupación/actividad?,980000.0,980000.0,No,30 a 45 años,1.0,2.46,898335.42,0
3.0,2025,TQRMNORPYHKMLNCDEFPCH00857927,1.0,Varón,1,Soltero,Obra social (incluye PAMI),Sin instrucción,,,Menor de 6 años,975000.0,325000.0,,,0.0,0.0,,1 años,0.37,1.8,657318.6,0
1.0,2025,TQRMNOSWYHLOLPCDEFPCH00852528,1.0,Varón,61,Unido,Obra social (incluye PAMI),Primaria Completa,Inactivo,,Jubilado/pensionado,785000.0,392500.0,,,785000.0,0.0,,61 a 75 años,0.83,1.5899999999999999,580631.4299999999,0
2.0,2025,TQRMNOSWYHLOLPCDEFPCH00852528,1.0,Mujer,46,Unido,No paga ni le descuentan,Primaria Completa,Inactivo,,Ama de casa,785000.0,392500.0,,,0.0,0.0,,46 a 60 años,0.76,1.5899999999999999,580631.4299999999,0
1.0,2025,TQRMNOQRQHKMKMCDEIHJF00858140,1.0,Varón,26,Soltero,Obra social (incluye PAMI),Secundaria Completa,Ocupado,Obrero o empleado,,1650000.0,1650000.0,Sí,...un sólo empleo/ocupación/actividad?,1650000.0,1100000.0,No,18 a 29 años,1.02,1.02,372480.54,0
1.0,2025,TQRMNORXRHJOKMCDEIHJF00877094,1.0,Mujer,41,Separado o divorciado,Obra social (incluye PAMI),Superior Universitaria Completa,Ocupado,Obrero o empleado,,2990000.0,1495000.0,Sí,,2990000.0,1900000.0,No,30 a 45 años,0.77,1.37,500292.49000000005,0
2.0,2025,TQRMNORXRHJOKMCDEIHJF00877094,1.0,Varón,5,Soltero,Obra social (incluye PAMI),Sin instrucción,,,Menor de 6 años,2990000.0,1495000.0,,,0.0,0.0,,5 años,0.6,1.37,500292.49000000005,0
