componente,ano4,codusu,nro_hogar,Sexo,ch06,ch07,ch08,nivel_ed,estado,cat_ocup,cat_inac,itf,ipcf,pp07h,pp03c,p47t,p21,pp03g,Edad,adulto_equiv,ad_equiv_hogar,ingreso_necesario,pobre,edad2,ch10,ch12,ch13,ch14,educ,itf_2025,linea_pobreza,pp3e_tot,pp3f_tot,ch03,horastrab,ix_tot
2.0,2025,TQRMNORUPHKOLPCDEFPCH00860204,1,Mujer,51,Casado,Obra social (incluye PAMI),Secundaria Completa,Inactivo,,Ama de casa,1800000.0,900000.0,,,0.0,0.0,,46 a 60 años,0.76,1.76,642711.52,0,2601,2,4,1,,13.0,1800000.0,642711.52,,,2,0.0,2.0
1.0,2025,TQRMNOTVRHKOKTCDEFPCH00860244,1,Varón,29,Unido,Obra social (incluye PAMI),Superior Universitaria Completa,Ocupado,Obrero o empleado,,3000000.0,1500000.0,Sí,...un sólo empleo/ocupación/actividad?,3000000.0,2000000.0,No,18 a 29 años,1.02,1.78,650015.06,0,841,2,7,1,,19.0,3000000.0,650015.06,60.0,0.0,1,60.0,2.0
2.0,2025,TQRMNOTVRHKOKTCDEFPCH00860244,1,Mujer,27,Unido,Obra social (incluye PAMI),Superior Universitaria Completa,Inactivo,,Ama de casa,3000000.0,1500000.0,,,0.0,0.0,,18 a 29 años,0.76,1.78,650015.06,0,729,2,7,1,,19.0,3000000.0,650015.06,,,2,0.0,2.0
1.0,2025,TQRMNOPQQHKMKOCDEOJAH00860285,1,Mujer,56,Casado,Obra social (incluye PAMI),Primaria Completa,Ocupado,Obrero o empleado,,1470000.0,735000.0,Sí,...un sólo empleo/ocupación/actividad?,1070000.0,1070000.0,No,46 a 60 años,0.76,1.59,580631.4299999999,0,3136,2,2,1,,8.0,1470000.0,580631.4299999999,40.0,0.0,1,40.0,2.0
2.0,2025,TQRMNOPQQHKMKOCDEOJAH00860285,1,Varón,62,Casado,Obra social (incluye PAMI),Primaria Completa,Inactivo,,Jubilado/pensionado,1470000.0,735000.0,,,400000.0,0.0,,61 a 75 años,0.83,1.59,580631.4299999999,0,3844,2,2,1,,8.0,1470000.0,580631.4299999999,,,2,0.0,2.0
1.0,2025,TQRMNOQXRHKMKPCDEOJAH00860286,1,Mujer,81,Viudo,Obra social (incluye PAMI),Primaria Incompleta (incluye educación especial),Inactivo,,Ama de casa,440000.0,440000.0,,,440000.0,0.0,,más de 75 años,0.63,0.63,230061.51,0,6561,2,2,2,1.0,2.0,440000.0,230061.51,,,1,0.0,1.0
1.0,2025,TQRMNOQQVHMLKMCDEOJAH00880093,1,Varón,65,Casado,Obra social (incluye PAMI),Secundaria Completa,Inactivo,,Jubilado/pensionado,1250000.0,625000.0,,,1250000.0,0.0,,61 a 75 años,0.83,1.5,547765.5,0,4225,2,4,1,,13.0,1250000.0,547765.5,,,1,0.0,2.0
2.0,2025,TQRMNOQQVHMLKMCDEOJAH00880093,1,Mujer,61,Casado,Obra social (incluye PAMI),Secundaria Completa,Inactivo,,Ama de casa,1250000.0,625000.0,,,0.0,0.0,,61 a 75 años,0.67,1.5,547765.5,0,3721,2,4,1,,13.0,1250000.0,547765.5,,,2,0.0,2.0
1.0,2025,TQRMNORTSHJMLQCDEGNFJ00874625,1,Varón,45,Unido,Obra social (incluye PAMI),Superior Universitaria Completa,Ocupado,Obrero o empleado,,5500000.0,2750000.0,Sí,...un sólo empleo/ocupación/actividad?,2400000.0,1600000.0,No,30 a 45 años,1.0,1.77,646363.29,0,2025,2,7,1,,19.0,5500000.0,646363.29,35.0,0.0,1,35.0,2.0
2.0,2025,TQRMNORTSHJMLQCDEGNFJ00874625,1,Mujer,42,Unido,Obra social (incluye PAMI),Superior Universitaria Completa,Ocupado,Obrero o empleado,,5500000.0,2750000.0,Sí,...un sólo empleo/ocupación/actividad?,3100000.0,2100000.0,No,30 a 45 años,0.77,1.77,646363.29,0,1764,2,7,1,,19.0,5500000.0,646363.29,35.0,0.0,2,35.0,2.0
1.0,2025,TQRMNORVPHKLKQCDEFPCH00860447,1,Mujer,70,Viudo,Obra social (incluye PAMI),Secundaria Completa,Inactivo,,Jubilado/pensionado,875000.0,875000.0,,,875000.0,0.0,,61 a 75 años,0.67,0.67,244668.59000000003,0,4900,2,4,1,,13.0,875000.0,244668.59000000003,,,1,0.0,1.0
1.0,2025,TQRMNOVUTHJOKNCDEFPCH00875032,1,Varón,80,Unido,Obra social (incluye PAMI),Primaria Completa,Inactivo,,Jubilado/pensionado,3600000.0,1800000.0,,,2250000.0,0.0,,más de 75 años,0.74,1.37,500292.4900000001,0,6400,2,2,1,,8.0,3600000.0,500292.4900000001,,,1,0.0,2.0
3.0,2025,TQRMNOSUPHKNKTCDEHGHJ00860199,1,Varón,13,Soltero,Planes y seguros públicos,Primaria Incompleta (incluye educación especial),Inactivo,,Estudiante,1670000.0,417500.0,,,0.0,0.0,,13 años,0.9,3.69,1347503.13,0,169,1,2,2,6.0,7.0,1670000.0,1347503.13,,,3,0.0,4.0
4.0,2025,TQRMNOSUPHKNKTCDEHGHJ00860199,1,Varón,10,Soltero,Planes y seguros públicos,Primaria Incompleta (incluye educación especial),Inactivo,,Estudiante,1670000.0,417500.0,,,0.0,0.0,,10 años,0.79,3.69,1347503.13,0,100,1,2,2,4.0,5.0,1670000.0,1347503.13,,,3,0.0,4.0
1.0,2025,TQRMNOTYQHMMKQCDEHGHJ00879972,1,Varón,60,Casado,Obra social (incluye PAMI),Superior Universitaria Completa,Ocupado,Obrero o empleado,,1500000.0,500000.0,Sí,...un sólo empleo/ocupación/actividad?,1500000.0,1500000.0,No,46 a 60 años,1.0,2.78,1015192.06,0,3600,2,8,1,,23.0,1500000.0,1015192.06,84.0,0.0,1,84.0,3.0
2.0,2025,TQRMNOTYQHMMKQCDEHGHJ00879972,1,Mujer,60,Casado,Obra social (incluye PAMI),Primaria Completa,Inactivo,,Ama de casa,1500000.0,500000.0,,,0.0,0.0,,46 a 60 años,0.76,2.78,1015192.06,0,3600,2,2,1,,8.0,1500000.0,1015192.06,,,2,0.0,3.0
3.0,2025,TQRMNOTYQHMMKQCDEHGHJ00879972,1,Varón,18,Soltero,Obra social (incluye PAMI),Secundaria Incompleta,Inactivo,,Estudiante,1500000.0,500000.0,,,0.0,0.0,,18 a 29 años,1.02,2.78,1015192.06,0,324,1,4,2,1.0,9.0,1500000.0,1015192.06,,,3,0.0,3.0
1.0,2025,TQRMNOSTWHLMLQCDEGNFJ00853321,1,Varón,44,Unido,No paga ni le descuentan,Superior Universitaria Incompleta,Ocupado,Patrón,,3800000.0,1266666.67,,...un sólo empleo/ocupación/actividad?,2000000.0,2000000.0,No,30 a 45 años,1.0,2.54,927549.58,0,1936,2,6,2,3.0,15.0,3800000.0,927549.58,50.0,0.0,1,50.0,3.0
2.0,2025,TQRMNOSTWHLMLQCDEGNFJ00853321,1,Mujer,44,Unido,No paga ni le descuentan,Superior Universitaria Incompleta,Ocupado,Patrón,,3800000.0,1266666.67,,...un sólo empleo/ocupación/actividad?,1800000.0,1800000.0,No,30 a 45 años,0.77,2.54,927549.58,0,1936,2,6,2,3.0,15.0,3800000.0,927549.58,20.0,0.0,2,20.0,3.0
3.0,2025,TQRMNOSTWHLMLQCDEGNFJ00853321,1,Mujer,15,Soltero,No paga ni le descuentan,Secundaria Incompleta,Inactivo,,Estudiante,3800000.0,1266666.67,,,0.0,0.0,,15 años,0.77,2.54,927549.58,0,225,1,4,2,2.0,10.0,3800000.0,927549.58,,,3,0.0,3.0
1.0,2025,TQRMNPPYRHKOLOCDEGNFJ00859992,1,Mujer,34,Casado,Obra social (incluye PAMI),Primaria Completa,Ocupado,Cuenta propia,,2600000.0,433333.33,,...un sólo empleo/ocupación/actividad?,600000.0,600000.0,No,30 a 45 años,0.77,4.84,1767456.68,0,1156,2,2,1,,8.0,2600000.0,1767456.68,56.0,0.0,1,56.0,6.0
2.0,2025,TQRMNPPYRHKOLOCDEGNFJ00859992,1,Varón,41,Casado,Obra social (incluye PAMI),Secundaria Incompleta,Ocupado,Obrero o empleado,,2600000.0,433333.33,Sí,...un sólo empleo/ocupación/actividad?,2000000.0,2000000.0,No,30 a 45 años,1.0,4.84,1767456.68,0,1681,2,4,2,1.0,9.0,2600000.0,1767456.68,48.0,0.0,2,48.0,6.0
3.0,2025,TQRMNPPYRHKOLOCDEGNFJ00859992,1,Varón,16,Soltero,Obra social (incluye PAMI),Secundaria Incompleta,Inactivo,,Estudiante,2600000.0,433333.33,,,0.0,0.0,,16 años,1.03,4.84,1767456.68,0,256,1,4,2,2.0,10.0,2600000.0,1767456.68,,,3,0.0,6.0
4.0,2025,TQRMNPPYRHKOLOCDEGNFJ00859992,1,Mujer,12,Soltero,Obra social (incluye PAMI),Primaria Incompleta (incluye educación especial),Inactivo,,Estudiante,2600000.0,433333.33,,,0.0,0.0,,12 años,0.74,4.84,1767456.68,0,144,1,2,2,6.0,7.0,2600000.0,1767456.68,,,3,0.0,6.0
5.0,2025,TQRMNPPYRHKOLOCDEGNFJ00859992,1,Mujer,10,Soltero,Obra social (incluye PAMI),Primaria Incompleta (incluye educación especial),Inactivo,,Estudiante,2600000.0,433333.33,,,0.0,0.0,,10 años,0.7,4.84,1767456.68,0,100,1,2,2,3.0,4.0,2600000.0,1767456.68,,,3,0.0,6.0
6.0,2025,TQRMNPPYRHKOLOCDEGNFJ00859992,1,Mujer,5,Soltero,Obra social (incluye PAMI),Sin instrucción,,,Menor de 6 años,2600000.0,433333.33,,,0.0,0.0,,5 años,0.6,4.84,1767456.68,0,25,1,1,2,0.0,0.0,2600000.0,1767456.68,,,3,0.0,6.0
1.0,2025,TQRMNOVPPHKLKOCDEIHJF00880058,1,Varón,49,Soltero,Obra social (incluye PAMI),Secundaria Completa,Ocupado,Obrero o empleado,,900000.0,900000.0,Sí,...un sólo empleo/ocupación/actividad?,900000.0,900000.0,No,46 a 60 años,1.0,1.0,365177.0,0,2401,2,4,1,,13.0,900000.0,365177.0,40.0,0.0,1,40.0,1.0
1.0,2025,TQRMNOVPQHKLKOCDEIHJF00860222,1,Varón,38,Soltero,Obra social (incluye PAMI),Secundaria Completa,Ocupado,Obrero o empleado,,1300000.0,1300000.0,Sí,...un sólo empleo/ocupación/actividad?,1300000.0,1300000.0,No,30 a 45 años,1.0,1.0,365177.0,0,1444,2,4,1,,13.0,1300000.0,365177.0,45.0,0.0,1,45.0,1.0
1.0,2025,TQRMNOUPXHMLKMCDEIHJF00880059,1,Mujer,52,Separado o divorciado,Obra social (incluye PAMI),Superior Universitaria Completa,Ocupado,Obrero o empleado,,750000.0,750000.0,Sí,...un sólo empleo/ocupación/actividad?,750000.0,750000.0,Sí,46 a 60 años,0.76,0.76,277534.52,0,2704,2,6,1,,16.0,750000.0,277534.52,25.0,0.0,1,25.0,1.0
1.0,2025,TQRMNORXSHJMKNCDEOHCH00879782,1,Mujer,43,Separado o divorciado,Obra social (incluye PAMI),Secundaria Incompleta,Ocupado,Obrero o empleado,,2550000.0,850000.0,Sí,...más de un empleo/ocupación/actividad?,1200000.0,700000.0,No,30 a 45 años,0.77,2.55,931201.35,0,1849,2,4,2,4.0,12.0,2550000.0,931201.35,30.0,24.0,1,54.0,3.0
2.0,2025,TQRMNORXSHJMKNCDEOHCH00879782,1,Varón,22,Soltero,No paga ni le descuentan,Secundaria Incompleta,Ocupado,Obrero o empleado,,2550000.0,850000.0,No,...más de un empleo/ocupación/actividad?,1150000.0,550000.0,No,18 a 29 años,1.02,2.55,931201.35,0,484,2,4,2,5.0,13.0,2550000.0,931201.35,30.0,24.0,3,54.0,3.0
3.0,2025,TQRMNORXSHJMKNCDEOHCH00879782,1,Mujer,18,Soltero,Obra social (incluye PAMI),Superior Universitaria Incompleta,Inactivo,,Estudiante,2550000.0,850000.0,,,200000.0,0.0,,18 a 29 años,0.76,2.55,931201.35,0,324,1,7,2,0.0,13.0,2550000.0,931201.35,,,3,0.0,3.0
1.0,2025,TQRMNORSPHMOKQCDEOHCH00879783,1,Mujer,60,Unido,,Primaria Completa,Ocupado,Obrero o empleado,,1730000.0,576666.67,No,...un sólo empleo/ocupación/actividad?,630000.0,600000.0,No,46 a 60 años,0.76,2.76,1007888.52,0,3600,2,2,1,,8.0,1730000.0,1007888.52,56.0,0.0,1,56.0,3.0
2.0,2025,TQRMNORSPHMOKQCDEOHCH00879783,1,Varón,30,Soltero,Obra social (incluye PAMI),Secundaria Completa,Ocupado,Obrero o empleado,,1730000.0,576666.67,No,...un sólo empleo/ocupación/actividad?,300000.0,300000.0,No,30 a 45 años,1.0,2.76,1007888.52,0,900,2,4,1,,13.0,1730000.0,1007888.52,48.0,0.0,3,48.0,3.0
3.0,2025,TQRMNORSPHMOKQCDEOHCH00879783,1,Varón,30,Soltero,Obra social (incluye PAMI),Secundaria Incompleta,Ocupado,Obrero o empleado,,1730000.0,576666.67,Sí,...un sólo empleo/ocupación/actividad?,800000.0,800000.0,No,30 a 45 años,1.0,2.76,1007888.52,0,900,2,4,2,3.0,11.0,1730000.0,1007888.52,30.0,0.0,3,30.0,3.0
1.0,2025,TQRMNOSQVHKOKOCDEFPCH00860394,1,Varón,43,Casado,No paga ni le descuentan,Secundaria Incompleta,Ocupado,Obrero o empleado,,449300.0,112325.0,No,...un sólo empleo/ocupación/actividad?,449300.0,400000.0,No,30 a 45 años,1.0,3.35,1223342.95,1,1849,2,4,2,3.0,11.0,449300.0,1223342.95,72.0,0.0,1,72.0,4.0
2.0,2025,TQRMNOSQVHKOKOCDEFPCH00860394,1,Mujer,42,Casado,No paga ni le descuentan,Primaria Completa,Inactivo,,Ama de casa,449300.0,112325.0,,,0.0,0.0,,30 a 45 años,0.77,3.35,1223342.95,1,1764,2,2,1,,8.0,449300.0,1223342.95,,,2,0.0,4.0
3.0,2025,TQRMNOSQVHKOKOCDEFPCH00860394,1,Mujer,20,Soltero,No paga ni le descuentan,Superior Universitaria Incompleta,Inactivo,,Estudiante,449300.0,112325.0,,,0.0,0.0,,18 a 29 años,0.76,3.35,1223342.95,1,400,1,6,2,1.0,14.0,449300.0,1223342.95,,,3,0.0,4.0
4.0,2025,TQRMNOSQVHKOKOCDEFPCH00860394,1,Varón,11,Soltero,No paga ni le descuentan,Secundaria Incompleta,Inactivo,,Estudiante,449300.0,112325.0,,,0.0,0.0,,11 años,0.82,3.35,1223342.95,1,121,1,4,2,0.0,8.0,449300.0,1223342.95,,,3,0.0,4.0
1.0,2025,TQRMNOTPYHMOKMCDEFPCH00879806,1,Varón,45,Casado,Obra social (incluye PAMI),Secundaria Completa,Ocupado,Obrero o empleado,,1600000.0,400000.0,Sí,...más de un empleo/ocupación/actividad?,1600000.0,1000000.0,No,30 a 45 años,1.0,3.35,1223342.95,0,2025,2,4,1,,13.0,1600000.0,1223342.95,40.0,25.0,1,65.0,4.0
2.0,2025,TQRMNOTPYHMOKMCDEFPCH00879806,1,Mujer,45,Casado,Obra social (incluye PAMI),Secundaria Completa,Inactivo,,Ama de casa,1600000.0,400000.0,,,0.0,0.0,,30 a 45 años,0.77,3.35,1223342.95,0,2025,2,4,1,,13.0,1600000.0,1223342.95,,,2,0.0,4.0
3.0,2025,TQRMNOTPYHMOKMCDEFPCH00879806,1,Mujer,14,Soltero,Obra social (incluye PAMI),Secundaria Incompleta,Inactivo,,Estudiante,1600000.0,400000.0,,,0.0,0.0,,14 años,0.76,3.35,1223342.95,0,196,1,4,2,2.0,10.0,1600000.0,1223342.95,,,3,0.0,4.0
4.0,2025,TQRMNOTPYHMOKMCDEFPCH00879806,1,Varón,11,Soltero,Obra social (incluye PAMI),Primaria Incompleta (incluye educación especial),Inactivo,,Estudiante,1600000.0,400000.0,,,0.0,0.0,,11 años,0.82,3.35,1223342.95,0,121,1,2,2,5.0,6.0,1600000.0,1223342.95,,,3,0.0,4.0
1.0,2025,TQRMNOUTSHMOKNCDEFPCH00879807,1,Varón,33,Unido,Obra social (incluye PAMI),Secundaria Completa,Ocupado,Obrero o empleado,,1320000.0,264000.0,Sí,...un sólo empleo/ocupación/actividad?,950000.0,950000.0,No,30 a 45 años,1.0,4.13,1508181.01,1,1089,2,4,1,,13.0,1320000.0,1508181.01,54.0,0.0,1,54.0,5.0
2.0,2025,TQRMNOUTSHMOKNCDEFPCH00879807,1,Mujer,30,Unido,No paga ni le descuentan,Secundaria Incompleta,Inactivo,,Ama de casa,1320000.0,264000.0,,,0.0,0.0,,30 a 45 años,0.77,4.13,1508181.01,1,900,2,4,2,2.0,10.0,1320000.0,1508181.01,,,2,0.0,5.0
3.0,2025,TQRMNOUTSHMOKNCDEFPCH00879807,1,Varón,12,Soltero,Obra social (incluye PAMI),Secundaria Incompleta,Inactivo,,Estudiante,1320000.0,264000.0,,,0.0,0.0,,12 años,0.85,4.13,1508181.01,1,144,1,4,2,0.0,8.0,1320000.0,1508181.01,,,3,0.0,5.0
4.0,2025,TQRMNOUTSHMOKNCDEFPCH00879807,1,Mujer,8,Soltero,Obra social (incluye PAMI),Primaria Incompleta (incluye educación especial),,,Estudiante,1320000.0,264000.0,,,0.0,0.0,,8 años,0.68,4.13,1508181.01,1,64,1,2,2,2.0,3.0,1320000.0,1508181.01,,,3,0.0,5.0
5.0,2025,TQRMNOUTSHMOKNCDEFPCH00879807,1,Varón,65,Soltero,Obra social (incluye PAMI),Secundaria Completa,Inactivo,,Jubilado/pensionado,1320000.0,264000.0,,,370000.0,0.0,,61 a 75 años,0.83,4.13,1508181.01,1,4225,2,4,1,,13.0,1320000.0,1508181.01,,,6,0.0,5.0
1.0,2025,TQRMNORPWHMNKNCDEIHJF00879946,1,Varón,70,Casado,Obra social (incluye PAMI),Secundaria Completa,Inactivo,,Jubilado/pensionado,1000000.0,500000.0,,,600000.0,0.0,,61 a 75 años,0.83,1.5,547765.5,0,4900,2,4,1,,13.0,1000000.0,547765.5,,,1,0.0,2.0
2.0,2025,TQRMNOVUTHJOKNCDEFPCH00875032,1,Mujer,76,Unido,Obra social (incluye PAMI),Primaria Completa,Inactivo,,Jubilado/pensionado,3600000.0,1800000.0,,,1350000.0,0.0,,más de 75 años,0.63,1.37,500292.4900000001,0,5776,2,2,1,,8.0,3600000.0,500292.4900000001,,,2,0.0,2.0
1.0,2025,TQRMNOPUXHMOKOCDEFPCH00879975,1,Mujer,87,Viudo,Obra social (incluye PAMI),Primaria Incompleta (incluye educación especial),Inactivo,,Jubilado/pensionado,1095000.0,1095000.0,,,1095000.0,0.0,,más de 75 años,0.63,0.63,230061.51,0,7569,2,2,2,3.0,4.0,1095000.0,230061.51,,,1,0.0,1.0
1.0,2025,TQRMNORUUHLMKNCDEIHJF00854697,1,Mujer,70,Soltero,Obra social (incluye PAMI),Sin instrucción,Inactivo,,Ama de casa,330000.0,330000.0,,,330000.0,0.0,,61 a 75 años,0.67,0.67,244668.59000000003,0,4900,3,0,0,,0.0,330000.0,244668.59000000003,,,1,0.0,1.0
1.0,2025,TQRMNORXSHJMKNCDEIHJF00875953,1,Mujer,38,Soltero,Obra social (incluye PAMI),Superior Universitaria Completa,Ocupado,Obrero o empleado,,3700000.0,1850000.0,Sí,,2200000.0,1500000.0,No,30 a 45 años,0.77,1.77,646363.29,0,1444,2,7,1,,19.0,3700000.0,646363.29,0.0,0.0,1,0.0,2.0
2.0,2025,TQRMNORXSHJMKNCDEIHJF00875953,1,Varón,38,Soltero,Obra social (incluye PAMI),Secundaria Completa,Ocupado,Obrero o empleado,,3700000.0,1850000.0,Sí,...un sólo empleo/ocupación/actividad?,1500000.0,1000000.0,No,30 a 45 años,1.0,1.77,646363.29,0,1444,2,4,1,,13.0,3700000.0,646363.29,42.0,0.0,2,42.0,2.0
1.0,2025,TQRMNOQYUHKLKOCDEIHJF00860221,1,Mujer,70,Separado o divorciado,Obra social (incluye PAMI),Superior Universitaria Completa,Inactivo,,Jubilado/pensionado,800000.0,800000.0,,,800000.0,0.0,,61 a 75 años,0.67,0.67,244668.59000000003,0,4900,2,7,1,,19.0,800000.0,244668.59000000003,,,1,0.0,1.0
2.0,2025,TQRMNOPXXHLMKNCDEOJAH00856256,1,Varón,60,Casado,Mutual/Prepaga/Servicio de emergencia,Secundaria Incompleta,Ocupado,Obrero o empleado,,2100000.0,1050000.0,Sí,...un sólo empleo/ocupación/actividad?,1300000.0,1300000.0,Sí,46 a 60 años,1.0,1.76,642711.52,0,3600,2,4,2,2.0,10.0,2100000.0,642711.52,72.0,0.0,2,72.0,2.0
1.0,2025,TQRMNORTUHLMKNCDEOJAH00856257,1,Mujer,26,Unido,Obra social (incluye PAMI),Superior Universitaria Completa,Ocupado,Cuenta propia,,3150000.0,1575000.0,,...un sólo empleo/ocupación/actividad?,1500000.0,1500000.0,No,18 a 29 años,0.76,1.52,555069.04,0,676,1,8,2,0.0,19.0,3150000.0,555069.04,40.0,0.0,1,40.0,2.0
2.0,2025,TQRMNORTUHLMKNCDEOJAH00856257,1,Mujer,27,Unido,Obra social (incluye PAMI),Superior Universitaria Completa,Ocupado,Obrero o empleado,,3150000.0,1575000.0,Sí,...un sólo empleo/ocupación/actividad?,1650000.0,1100000.0,No,18 a 29 años,0.76,1.52,555069.04,0,729,2,7,1,,19.0,3150000.0,555069.04,48.0,0.0,2,48.0,2.0
1.0,2025,TQRMNOQRUHJMLQCDEGNFJ00875961,1,Varón,52,Casado,Obra social (incluye PAMI),Secundaria Completa,Ocupado,Obrero o empleado,,4500000.0,1125000.0,Sí,...un sólo empleo/ocupación/actividad?,2700000.0,1800000.0,No,46 a 60 años,1.0,3.55,1296378.35,0,2704,2,4,1,,13.0,4500000.0,1296378.35,33.0,0.0,1,33.0,4.0
2.0,2025,TQRMNOQRUHJMLQCDEGNFJ00875961,1,Mujer,52,Casado,Obra social (incluye PAMI),Secundaria Completa,Ocupado,Patrón,,4500000.0,1125000.0,,...un sólo empleo/ocupación/actividad?,1800000.0,1800000.0,No,46 a 60 años,0.76,3.55,1296378.35,0,2704,2,4,1,,13.0,4500000.0,1296378.35,35.0,0.0,2,35.0,4.0
3.0,2025,TQRMNOQRUHJMLQCDEGNFJ00875961,1,Varón,19,Soltero,Obra social (incluye PAMI),Superior Universitaria Incompleta,Inactivo,,Estudiante,4500000.0,1125000.0,,,0.0,0.0,,18 a 29 años,1.02,3.55,1296378.35,0,361,1,7,2,3.0,16.0,4500000.0,1296378.35,,,3,0.0,4.0
4.0,2025,TQRMNOQRUHJMLQCDEGNFJ00875961,1,Mujer,15,Soltero,Obra social (incluye PAMI),Secundaria Incompleta,Inactivo,,Estudiante,4500000.0,1125000.0,,,0.0,0.0,,15 años,0.77,3.55,1296378.35,0,225,1,4,2,2.0,10.0,4500000.0,1296378.35,,,3,0.0,4.0
1.0,2025,TQRMNORTUHJMLQCDEGNFJ00875962,1,Mujer,24,Unido,Obra social (incluye PAMI),Superior Universitaria Incompleta,Ocupado,Patrón,,2200000.0,1100000.0,,...un sólo empleo/ocupación/actividad?,1500000.0,1500000.0,No,18 a 29 años,0.76,1.78,650015.06,0,576,1,7,2,4.0,17.0,2200000.0,650015.06,44.0,0.0,1,44.0,2.0
2.0,2025,TQRMNORTUHJMLQCDEGNFJ00875962,1,Varón,25,Unido,Obra social (incluye PAMI),Superior Universitaria Incompleta,Ocupado,Obrero o empleado,,2200000.0,1100000.0,Sí,...más de un empleo/ocupación/actividad?,700000.0,700000.0,No,18 a 29 años,1.02,1.78,650015.06,0,625,1,7,2,0.0,13.0,2200000.0,650015.06,20.0,15.0,2,35.0,2.0
3.0,2025,TQRMNOQUSHKMLPCDEGNFJ00860139,1,Varón,23,Soltero,Obra social (incluye PAMI),Superior Universitaria Incompleta,Ocupado,Obrero o empleado,,1100000.0,1100000.0,Sí,...un sólo empleo/ocupación/actividad?,1100000.0,1000000.0,Sí,18 a 29 años,1.02,1.02,372480.54,0,529,2,6,2,1.0,14.0,1100000.0,372480.54,17.0,0.0,1,17.0,1.0
1.0,2025,TQRMNOPXXHLMKNCDEOJAH00856256,1,Mujer,58,Casado,Mutual/Prepaga/Servicio de emergencia,Secundaria Incompleta,Inactivo,,Jubilado/pensionado,2100000.0,1050000.0,,,800000.0,0.0,,46 a 60 años,0.76,1.76,642711.52,0,3364,2,4,2,2.0,10.0,2100000.0,642711.52,,,1,0.0,2.0
1.0,2025,TQRMNOPRRHJNKSCDEOHCH00874394,1,Mujer,60,Unido,Obra social (incluye PAMI),Secundaria Completa,Ocupado,Obrero o empleado,,1500000.0,750000.0,No,...un sólo empleo/ocupación/actividad?,1000000.0,1000000.0,No,46 a 60 años,0.76,1.5,547765.5,0,3600,2,4,1,,13.0,1500000.0,547765.5,48.0,0.0,1,48.0,2.0
2.0,2025,TQRMNOPRRHJNKSCDEOHCH00874394,1,Varón,76,Unido,Obra social (incluye PAMI),Secundaria Incompleta,Inactivo,,Jubilado/pensionado,1500000.0,750000.0,,,500000.0,0.0,,más de 75 años,0.74,1.5,547765.5,0,5776,2,4,2,3.0,11.0,1500000.0,547765.5,,,2,0.0,2.0
1.0,2025,TQRMNOQWTHLMKPCDEOJAH00856240,1,Varón,77,Casado,Obra social (incluye PAMI),Primaria Completa,Inactivo,,Jubilado/pensionado,910000.0,455000.0,,,480000.0,0.0,,más de 75 años,0.74,1.37,500292.4900000001,0,5929,2,2,1,,8.0,910000.0,500292.4900000001,,,1,0.0,2.0
2.0,2025,TQRMNOQWTHLMKPCDEOJAH00856240,1,Mujer,78,Casado,Obra social (incluye PAMI),Primaria Completa,Inactivo,,Jubilado/pensionado,910000.0,455000.0,,,430000.0,0.0,,más de 75 años,0.63,1.37,500292.4900000001,0,6084,2,2,1,,8.0,910000.0,500292.4900000001,,,2,0.0,2.0
1.0,2025,TQRMNORTTHKMKPCDEOHCH00858574,1,Mujer,74,Viudo,Obra social (incluye PAMI),Secundaria Completa,Inactivo,,Jubilado/pensionado,900000.0,900000.0,,,900000.0,0.0,,61 a 75 años,0.67,0.67,244668.59000000003,0,5476,2,4,1,,13.0,900000.0,244668.59000000003,,,1,0.0,1.0
3.0,2025,TQRMNORWYHKMLPCDEOHCH00858597,1,Varón,13,Soltero,Planes y seguros públicos,Primaria Incompleta (incluye educación especial),Inactivo,,Estudiante,2032062.0,406412.4,,,0.0,0.0,,13 años,0.9,3.91,1427842.07,0,169,1,9,2,98.0,0.0,2032062.0,1427842.07,,,3,0.0,5.0
4.0,2025,TQRMNORWYHKMLPCDEOHCH00858597,1,Varón,9,Soltero,Planes y seguros públicos,Primaria Incompleta (incluye educación especial),,,Estudiante,2032062.0,406412.4,,,0.0,0.0,,9 años,0.69,3.91,1427842.07,0,81,1,2,2,3.0,4.0,2032062.0,1427842.07,,,3,0.0,5.0
1.0,2025,TQRMNORPUHMNKSCDEOHCH00879808,1,Varón,68,Soltero,Obra social (incluye PAMI),Primaria Completa,Inactivo,,Jubilado/pensionado,600000.0,600000.0,,,600000.0,0.0,,61 a 75 años,0.83,0.83,303096.91,0,4624,2,2,1,,8.0,600000.0,303096.91,,,1,0.0,1.0
1.0,2025,TQRMNORPWHKNKQCDEOHCH00859951,1,Varón,44,Soltero,No paga ni le descuentan,Secundaria Incompleta,Desocupado,Cuenta propia,,150000.0,150000.0,,,150000.0,0.0,,30 a 45 años,1.0,1.0,365177.0,1,1936,2,4,2,1.0,9.0,150000.0,365177.0,,,1,0.0,1.0
1.0,2025,TQRMNORPUHLNKPCDEOHCH00874986,1,Varón,48,Separado o divorciado,Obra social (incluye PAMI),Secundaria Completa,Ocupado,Obrero o empleado,,1500000.0,500000.0,Sí,...un sólo empleo/ocupación/actividad?,1500000.0,1000000.0,No,46 a 60 años,1.0,2.8,1022495.6,0,2304,2,4,1,,13.0,1500000.0,1022495.6,40.0,0.0,1,40.0,3.0
